sequence,temp_c,humidity_pct
126,27.90,54.10
127,27.90,54.10
128,27.90,54.00
129,27.90,54.10
130,27.90,54.20
131,27.90,54.20
132,27.90,54.20
133,27.90,54.10
134,27.90,54.00
135,27.90,54.20
136,27.80,54.20
137,27.90,54.30
138,27.90,54.20
139,27.90,54.20
140,27.90,54.20
141,27.90,54.20
142,27.90,54.20
143,27.90,54.10
144,27.90,54.00
145,27.90,54.10
146,27.90,54.20
147,27.90,54.10
148,27.90,54.00
149,27.90,54.00
150,27.90,53.80
151,27.90,54.10
152,27.90,54.00
153,27.90,53.90
154,27.90,53.90
155,27.90,54.00
156,27.90,54.00
157,27.90,54.10
158,28.00,54.10
159,27.90,54.00
160,27.90,53.90
161,27.90,53.90
162,27.90,54.10
163,27.90,54.10
164,27.90,54.10
165,28.00,54.00
166,28.00,53.90
167,28.00,53.90
168,28.00,53.90
169,28.00,53.90
170,27.90,53.90
171,28.00,53.90
172,28.00,53.90
173,28.00,54.00
174,28.00,54.00
175,28.00,54.00
176,28.00,54.10
177,28.00,54.00
178,28.10,54.00
179,28.00,54.00
180,28.00,54.00
181,28.10,53.90
182,28.10,53.90
183,28.10,53.90
184,28.10,53.80
185,28.10,53.80
186,28.00,53.70
187,28.10,53.80
188,28.10,53.80
189,28.10,53.80
190,28.10,53.70
191,28.10,53.80
192,28.10,53.80
193,28.10,53.90
194,28.10,53.90
195,28.10,53.90
196,28.00,54.00
197,28.10,54.00
198,28.10,54.00
199,28.10,54.00
200,28.10,54.00
201,28.00,54.10
202,28.10,54.10
203,28.10,54.10
204,28.10,54.20
205,28.10,54.20
206,28.10,54.20
207,28.10,54.10
208,28.10,54.10
209,28.10,54.10
210,28.10,54.10
211,28.10,54.10
212,28.10,54.20
213,28.20,54.20
214,28.20,54.20
215,28.20,54.30
216,28.20,54.30
217,28.20,54.30
218,28.20,54.30
219,28.20,54.30
220,28.20,54.30
221,28.20,54.40
222,28.20,54.40
223,28.20,54.30
224,28.30,54.30
225,28.20,54.30
226,28.20,54.30
227,28.30,54.30
228,28.20,54.30
229,28.20,54.30
230,28.30,54.30
231,28.30,54.40
232,28.30,54.40
233,28.30,54.30
234,28.30,54.40
235,28.30,54.40
236,28.30,54.40
237,28.30,54.40
238,28.30,54.40
239,28.30,54.50
240,28.30,54.50
241,28.30,54.40
242,28.30,54.40
243,28.30,54.40
244,28.30,54.30
245,28.30,54.30
246,28.30,54.20
247,28.30,54.20
248,28.30,54.20
249,28.40,54.10
250,28.30,54.10
251,28.30,54.20
252,28.30,54.20
253,28.30,54.10
254,28.30,54.10
255,28.40,54.20
256,28.40,54.20
257,28.30,54.30
258,28.40,54.30
259,28.30,54.40
260,28.40,54.40
261,28.40,54.50
262,28.40,54.50
263,28.30,54.60
264,28.40,54.60
265,28.40,54.60
266,28.40,54.70
267,28.30,54.70
268,28.30,54.70
269,28.40,54.70
270,28.30,54.70
271,28.30,54.70
272,28.30,54.80
273,28.30,54.80
274,28.30,54.70
275,28.30,54.80
276,28.30,54.80
277,28.30,54.80
278,28.30,54.80
279,28.30,54.80
280,28.30,54.80
281,28.30,54.70
282,28.30,54.70
283,28.40,54.70
284,28.40,54.70
285,28.30,54.60
286,28.40,54.60
287,28.30,54.60
288,28.40,54.60
289,28.40,54.60
290,28.40,54.60
291,28.40,54.60
292,28.40,54.50
293,28.40,54.50
294,28.40,54.50
295,28.40,54.50
296,28.40,54.50
297,28.40,54.50
298,28.40,54.50
299,28.40,54.50
300,28.40,54.50
301,28.40,54.40
302,28.40,54.50
303,28.40,54.50
304,28.40,54.40
305,28.40,54.40
306,28.40,54.40
307,28.40,54.40
308,28.40,54.40
309,28.40,54.40
310,28.50,54.40
311,28.40,54.40
312,28.40,54.40
313,28.50,54.30
314,28.40,54.20
315,28.40,54.10
316,28.40,54.10
317,28.40,54.10
318,28.40,54.10
319,28.40,54.10
320,28.40,54.00
321,28.40,54.00
322,28.40,54.10
323,28.40,54.20
324,28.40,54.20
325,28.40,54.20
326,28.40,54.10
327,28.40,54.10
328,28.30,54.00
329,28.40,54.00
330,28.40,53.90
331,28.30,53.90
332,28.30,53.90
333,28.30,53.90
334,28.30,54.10
335,28.30,54.20
336,28.30,54.20
337,28.30,54.30
338,28.30,54.30
339,28.30,54.30
340,28.30,54.40
341,28.30,54.30
342,28.30,54.30
343,28.30,54.30
344,28.30,54.30
345,28.30,54.30
346,28.30,54.30
347,28.30,54.40
348,28.30,54.30
349,28.30,54.20
350,28.30,54.10
351,28.30,54.00
352,28.30,54.00
353,28.30,54.10
354,28.30,54.00
355,28.30,54.10
356,28.30,54.00
357,28.30,54.10
358,28.30,54.20
359,28.30,54.00
360,28.30,54.00
361,28.30,53.90
362,28.40,53.80
363,28.30,53.80
364,28.30,53.70
365,28.30,53.80
366,28.30,53.80
367,28.30,53.90
368,28.30,53.90
369,28.30,54.00
370,28.30,54.00
371,28.20,54.00
372,28.30,54.10
373,28.20,54.20
374,28.30,54.40
375,28.20,54.50
376,28.30,54.40
377,28.20,54.40
378,28.20,54.40
379,28.30,54.40
380,28.20,54.20
381,28.20,54.20
382,28.30,54.10
383,28.20,53.90
384,28.30,53.90
385,28.20,54.00
386,28.30,54.00
387,28.30,54.10
388,28.20,53.90
389,28.20,54.10
390,28.20,54.30
391,28.20,54.40
392,28.20,54.50
393,28.20,54.60
394,28.20,54.60
395,28.20,54.70
396,28.20,54.60
397,28.20,54.60
398,28.20,54.60
399,28.20,54.50
400,28.20,54.50
401,28.20,54.70
402,28.20,54.60
403,28.20,54.70
404,28.20,54.70
405,28.20,54.70
406,28.20,54.70
407,28.20,54.80
408,28.20,54.70
409,28.20,54.70
410,28.20,54.70
411,28.20,54.70
412,28.20,54.80
413,28.20,54.80
414,28.20,54.80
415,28.20,54.80
416,28.20,54.80
417,28.20,54.70
418,28.30,54.60
419,28.20,54.40
420,28.20,54.40
421,28.20,54.30
422,28.20,54.30
423,28.20,54.40
424,28.20,54.40
425,28.20,54.50
426,28.20,54.50
427,28.20,54.50
428,28.20,54.50
429,28.20,54.50
430,28.20,54.50
431,28.20,54.40
432,28.20,54.40
433,28.20,54.30
434,28.30,54.40
435,28.20,54.30
436,28.20,54.30
437,28.20,54.30
438,28.20,54.30
439,28.20,54.30
440,28.20,54.40
441,28.20,54.30
442,28.20,54.40
443,28.20,54.30
444,28.20,54.30
445,28.20,54.20
446,28.20,54.20
447,28.20,54.30
448,28.20,54.20
449,28.20,54.20
450,28.20,54.20
451,28.20,54.20
452,28.20,54.20
453,28.20,54.10
454,28.20,54.20
455,28.10,54.20
456,28.10,54.10
457,28.10,53.90
458,28.10,53.80
459,28.10,53.80
460,28.10,53.80
461,28.10,53.90
462,28.10,53.90
463,28.10,53.90
464,28.10,54.00
465,28.10,54.00
466,28.10,54.10
467,28.10,54.00
468,28.10,54.00
469,28.10,54.00
470,28.10,54.10
471,28.00,54.10
472,28.00,54.20
473,28.00,54.20
474,28.00,54.20
475,28.00,54.20
476,28.00,54.30
477,28.00,54.10
478,28.00,53.90
479,28.00,54.00
480,28.00,54.00
481,28.00,54.00
482,28.00,53.90
483,28.00,54.00
484,28.00,53.90
485,28.00,53.90
486,28.00,53.80
487,28.00,53.80
488,28.10,53.80
489,28.10,54.00
490,28.10,54.00
491,28.10,54.00
492,28.10,54.00
493,28.10,54.00
494,28.10,54.10
495,28.10,54.10
496,28.10,54.00
497,28.10,54.00
498,28.10,54.00
499,28.10,53.90
500,28.10,53.80
501,28.10,53.80
502,28.10,53.70
503,28.10,53.80
504,28.10,53.80
505,28.10,53.90
506,28.20,53.90
507,28.10,53.90
508,28.10,54.00
509,28.10,54.00
510,28.10,54.00
511,28.10,54.10
512,28.10,54.10
513,28.10,54.10
514,28.10,54.10
515,28.10,54.10
516,28.10,54.10
517,28.10,54.00
518,28.10,54.00
519,28.10,54.00
520,28.20,53.90
521,28.20,54.00
522,28.20,53.90
523,28.20,53.80
524,28.20,53.90
525,28.20,53.90
526,28.20,53.80
527,28.20,53.80
528,28.20,53.60
529,28.20,53.70
530,28.20,53.70
531,28.20,53.70
532,28.20,53.70
533,28.20,53.70
534,28.20,53.70
535,28.20,53.70
536,28.20,53.70
537,28.20,53.70
538,28.20,53.70
539,28.20,53.70
540,28.20,53.70
541,28.20,53.70
542,28.20,53.80
543,28.20,53.70
544,28.20,53.60
545,28.20,53.60
546,28.20,53.60
547,28.20,53.70
548,28.20,53.70
549,28.20,53.70
550,28.20,53.70
551,28.20,53.60
552,28.20,53.70
553,28.20,53.70
554,28.20,53.70
555,28.20,53.70
556,28.20,53.70
557,28.20,53.70
558,28.20,53.60
559,28.20,53.70
560,28.30,53.60
561,28.30,53.60
562,28.30,53.60
563,28.30,53.50
564,28.30,53.60
565,28.30,53.50
566,28.30,53.50
567,28.30,53.50
568,28.30,53.60
569,28.20,53.50
570,28.30,53.60
571,28.30,53.50
572,28.30,53.60
573,28.30,53.60
574,28.30,53.60
575,28.30,53.60
576,28.30,53.40
577,28.30,53.40
578,28.30,53.30
579,28.30,53.30
580,28.30,53.30
581,28.30,53.30
582,28.20,53.30
583,28.20,53.30
584,28.20,53.40
585,28.20,53.40
586,28.20,53.60
587,28.20,53.50
588,28.20,53.60
589,28.20,53.60
590,28.10,53.60
591,28.20,53.60
592,28.10,53.50
593,28.10,53.50
594,28.10,53.50
595,28.10,53.50
596,28.10,53.60
597,28.10,53.60
598,28.10,53.50
599,28.10,53.60
600,28.10,53.50
601,28.00,53.50
602,28.00,53.60
603,28.10,53.60
604,28.00,53.50
605,28.00,53.50
606,28.00,53.40
607,28.00,53.40
608,28.00,53.40
609,28.00,53.40
610,28.00,53.50
611,28.00,53.60
612,28.00,53.70
613,28.00,53.70
614,27.90,53.60
615,27.90,53.70
616,27.90,53.80
617,27.90,53.90
618,27.90,54.00
619,27.90,53.90
620,27.90,54.00
621,27.90,54.00
622,27.90,54.00
623,27.80,54.10
624,27.90,54.10
625,27.90,54.10
626,27.80,54.10
627,27.80,54.10
628,27.80,54.10
629,27.80,54.20
630,27.80,54.20
631,27.80,54.20
632,27.80,54.10
633,27.80,54.20
634,27.80,54.20
635,27.80,54.20
636,27.70,54.30
637,27.70,54.20
638,27.80,54.30
639,27.70,54.30
640,27.70,54.30
641,27.70,54.40
642,27.80,54.30
643,27.70,54.30
644,27.70,54.40
645,27.70,54.40
646,27.70,54.50
647,27.70,54.60
648,27.70,54.50
649,27.70,54.50
650,27.70,54.60
651,27.70,54.60
652,27.70,54.60
653,27.70,54.70
654,27.60,54.60
655,27.60,54.70
656,27.70,54.60
657,27.60,54.60
658,27.60,54.60
659,27.60,54.70
660,27.60,54.60
661,27.60,54.60
662,27.60,54.60
663,27.60,54.60
664,27.60,54.60
665,27.60,54.60
666,27.60,54.60
667,27.60,54.60
668,27.60,54.60
669,27.60,54.70
670,27.60,54.70
671,27.60,54.70
672,27.60,54.80
673,27.60,54.80
674,27.50,54.70
675,27.50,54.80
676,27.60,54.80
677,27.50,54.80
678,27.60,54.80
679,27.50,54.80
680,27.50,54.80
681,27.50,54.80
682,27.50,54.80
683,27.50,54.90
684,27.50,54.80
685,27.50,54.90
686,27.50,54.80
687,27.50,54.90
688,27.50,54.80
689,27.50,54.90
690,27.50,54.90
691,27.50,54.90
692,27.50,55.00
693,27.50,55.10
694,27.50,55.10
695,27.50,55.10
696,27.50,55.20
697,27.50,55.20
698,27.50,55.20
699,27.50,55.20
700,27.50,55.20
701,27.50,55.20
702,27.50,55.20
703,27.50,55.20
704,27.50,55.20
705,27.50,55.30
706,27.50,55.30
707,27.50,55.30
708,27.50,55.20
709,27.50,55.10
710,27.50,55.10
711,27.50,55.00
712,27.50,55.00
713,27.50,55.00
714,27.50,55.00
715,27.50,55.10
716,27.50,55.10
717,27.50,55.20
718,27.50,55.20
719,27.50,55.10
720,27.50,55.10
721,27.50,55.10
722,27.50,55.10
723,27.50,55.10
724,27.50,55.20
725,27.50,55.20
726,27.50,55.20
727,27.50,55.10
728,27.50,55.10
729,27.50,55.10
730,27.50,55.10
731,27.50,55.10
732,27.50,55.10
733,27.50,55.10
734,27.50,55.20
735,27.40,55.20
736,27.40,55.20
737,27.40,55.30
738,27.50,55.20
739,27.50,55.20
740,27.40,55.20
741,27.40,55.20
742,27.40,55.30
743,27.50,55.20
744,27.50,55.30
745,27.40,55.30
746,27.50,55.30
747,27.40,55.30
748,27.40,55.30
749,27.50,55.30
750,27.40,55.40
751,27.40,55.30
752,27.40,55.30
753,27.40,55.30
754,27.40,55.10
755,27.40,55.10
756,27.40,55.10
757,27.40,55.10
758,27.50,55.10
759,27.40,55.10
760,27.40,55.10
761,27.40,55.10
762,27.50,55.10
763,27.40,55.10
764,27.50,55.10
765,27.40,54.90
766,27.40,54.90
767,27.40,54.80
768,27.40,54.80
769,27.50,54.70
770,27.40,54.70
771,27.40,54.70
772,27.50,54.80
773,27.40,55.00
774,27.40,55.00
775,27.50,55.20
776,27.40,55.10
777,27.40,55.10
778,27.40,55.10
779,27.40,55.10
780,27.40,55.10
781,27.40,55.10
782,27.40,55.10
783,27.40,55.10
784,27.40,55.20
785,27.40,55.30
786,27.50,55.30
787,27.40,55.30
788,27.40,55.30
789,27.40,55.30
790,27.40,55.30
791,27.40,55.40
792,27.40,55.40
793,27.50,55.40
794,27.40,55.40
795,27.50,55.40
796,27.40,55.40
797,27.40,55.50
798,27.40,55.70
799,27.40,55.70
800,27.50,55.70
801,27.40,55.70
802,27.50,55.70
803,27.40,55.60
804,27.50,55.70
805,27.40,55.70
806,27.40,55.80
807,27.50,55.90
808,27.50,55.90
809,27.40,56.00
810,27.50,56.00
811,27.50,56.10
812,27.50,56.10
813,27.40,56.10
814,27.50,56.00
815,27.50,56.10
816,27.50,56.10
817,27.40,56.20
818,27.40,56.20
819,27.50,56.20
820,27.40,56.20
821,27.50,56.20
822,27.50,56.20
823,27.50,56.20
824,27.40,56.20
825,27.40,56.20
826,27.50,56.40
827,27.50,56.50
828,27.50,56.50
829,27.40,56.50
830,27.40,56.50
831,27.40,56.40
832,27.50,56.40
833,27.50,56.40
834,27.50,56.50
835,27.40,56.40
836,27.40,56.40
837,27.40,56.40
838,27.40,56.40
839,27.50,56.40
840,27.40,56.50
841,27.40,56.40
842,27.50,56.50
843,27.40,56.50
844,27.40,56.50
845,27.40,56.50
846,27.40,56.60
847,27.40,56.50
848,27.40,56.50
849,27.50,56.50
850,27.50,56.50
851,27.40,56.60
852,27.50,56.60
853,27.50,56.70
854,27.40,56.70
855,27.40,56.70
856,27.50,56.70
857,27.50,56.60
858,27.50,56.70
859,27.50,56.70
860,27.50,56.80
861,27.50,56.80
862,27.50,56.70
863,27.50,56.80
864,27.50,56.70
865,27.40,56.80
866,27.50,56.70
867,27.50,56.80
868,27.50,56.90
869,27.50,56.90
870,27.50,56.80
871,27.50,56.80
872,27.50,56.80
873,27.50,56.80
874,27.50,56.90
875,27.40,56.90
876,27.50,56.90
877,27.40,56.90
878,27.50,57.00
879,27.50,56.90
880,27.50,56.90
881,27.50,56.90
882,27.50,57.00
883,27.50,57.10
884,27.50,57.10
885,27.40,57.10
886,27.50,57.10
887,27.50,57.10
888,27.50,57.20
889,27.50,57.20
890,27.50,57.20
891,27.50,57.20
892,27.50,57.20
893,27.40,57.20
894,27.50,57.20
895,27.50,57.10
896,27.50,57.10
897,27.50,57.10
898,27.50,57.10
899,27.50,57.10
900,27.50,57.00
901,27.50,57.00
902,27.50,57.00
903,27.50,57.00
904,27.50,57.00
905,27.50,57.00
906,27.50,57.00
907,27.50,57.10
908,27.50,57.00
909,27.50,57.00
910,27.50,57.00
911,27.50,57.00
912,27.50,56.90
913,27.40,57.00
914,27.50,56.90
915,27.50,57.00
916,27.50,57.00
917,27.50,57.10
918,27.50,57.00
919,27.50,57.00
920,27.50,57.00
921,27.50,57.00
922,27.50,57.10
923,27.50,57.00
924,27.50,57.00
925,27.50,57.00
926,27.40,57.00
927,27.50,57.00
928,27.40,57.00
929,27.50,57.00
930,27.50,57.10
931,27.50,57.00
932,27.40,57.00
933,27.50,57.00
934,27.50,57.10
935,27.50,57.00
936,27.50,57.10
937,27.40,57.10
938,27.50,57.10
939,27.50,57.10
940,27.50,57.10
941,27.50,57.10
942,27.40,57.00
943,27.50,57.00
944,27.50,57.10
945,27.50,57.10
946,27.50,57.00
947,27.50,57.00
948,27.40,57.00
949,27.40,57.00
950,27.40,57.00
951,27.50,57.00
952,27.40,57.00
953,27.40,56.90
954,27.40,56.80
955,27.40,56.80
956,27.50,56.90
957,27.40,56.80
958,27.40,56.90
959,27.50,56.90
960,27.50,56.90
961,27.40,56.90
962,27.50,56.80
963,27.40,56.90
964,27.40,56.80
965,27.40,56.80
966,27.40,56.70
967,27.40,56.70
968,27.40,56.70
969,27.40,56.70
970,27.40,56.90
971,27.40,56.80
972,27.40,56.90
973,27.40,56.90
974,27.40,56.80
975,27.50,56.80
976,27.40,56.70
977,27.40,56.80
978,27.40,56.80
979,27.40,56.90
980,27.50,57.00
981,27.50,56.90
982,27.50,57.00
983,27.40,57.10
984,27.50,57.00
985,27.40,57.00
986,27.40,57.00
987,27.50,57.00
988,27.50,57.00
989,27.50,57.10
990,27.40,57.00
991,27.40,57.00
992,27.40,56.90
993,27.50,57.00
994,27.50,57.00
995,27.50,57.00
996,27.50,56.90
997,27.50,56.90
998,27.50,57.00
999,27.50,56.90
1000,27.40,56.90
1001,27.50,56.90
1002,27.50,56.80
1003,27.50,56.70
1004,27.50,56.70
1005,27.50,56.50
1006,27.50,56.60
1007,27.50,56.60
1008,27.40,56.60
1009,27.40,56.60
1010,27.50,56.60
1011,27.50,56.60
1012,27.50,56.60
1013,27.50,56.50
1014,27.50,56.50
1015,27.50,56.50
1016,27.50,56.60
1017,27.50,56.60
1018,27.50,56.70
1019,27.50,56.70
1020,27.50,56.70
1021,27.50,56.70
1022,27.50,56.70
1023,27.50,56.80
1024,27.50,56.80
1025,27.50,56.70
1026,27.50,56.80
1027,27.50,56.80
1028,27.50,56.90
1029,27.50,56.90
1030,27.50,56.80
1031,27.50,56.80
1032,27.50,57.00
1033,27.50,57.00
1034,27.50,56.90
1035,27.50,56.90
1036,27.50,56.90
1037,27.50,57.00
1038,27.50,56.90
1039,27.50,56.90
1040,27.50,56.90
1041,27.50,56.90
1042,27.50,56.70
1043,27.50,56.80
1044,27.50,56.80
1045,27.50,56.70
1046,27.50,56.80
1047,27.50,56.70
1048,27.50,56.80
1049,27.50,56.70
1050,27.50,56.80
1051,27.50,56.70
1052,27.50,56.80
1053,27.50,56.70
1054,27.50,56.70
1055,27.50,56.70
1056,27.50,56.70
1057,27.50,56.70
1058,27.50,56.70
1059,27.50,56.70
1060,27.50,56.70
1061,27.50,56.70
1062,27.50,56.70
1063,27.50,56.70
1064,27.50,56.70
1065,27.50,56.80
1066,27.50,56.70
1067,27.50,56.70
1068,27.50,56.70
1069,27.50,56.80
1070,27.50,56.80
1071,27.50,56.80
1072,27.50,56.70
1073,27.50,56.70
1074,27.50,56.60
1075,27.50,56.70
1076,27.50,56.60
1077,27.50,56.70
1078,27.50,56.70
1079,27.50,56.70
1080,27.50,56.60
1081,27.40,56.60
1082,27.50,56.60
1083,27.50,56.60
1084,27.50,56.50
1085,27.50,56.60
1086,27.50,56.60
1087,27.50,56.60
1088,27.50,56.50
1089,27.50,56.60
1090,27.50,56.60
1091,27.50,56.50
1092,27.50,56.50
1093,27.50,56.30
1094,27.50,56.30
1095,27.50,56.10
1096,27.50,56.20
1097,27.50,56.20
1098,27.50,56.30
1099,27.50,56.30
1100,27.50,56.30
1101,27.50,56.30
1102,27.50,56.20
1103,27.50,56.10
1104,27.50,56.00
1105,27.50,56.00
1106,27.50,56.00
1107,27.50,55.90
1108,27.50,55.90
1109,27.50,55.90
1110,27.50,56.00
1111,27.50,56.00
1112,27.50,56.00
1113,27.50,56.00
1114,27.50,55.90
1115,27.50,56.10
1116,27.50,56.00
1117,27.50,56.00
1118,27.50,56.10
1119,27.50,56.10
1120,27.40,56.10
1121,27.50,56.20
1122,27.50,56.30
1123,27.50,56.20
1124,27.50,56.30
1125,27.50,56.20
1126,27.50,56.30
1127,27.50,56.20
1128,27.50,56.20
1129,27.50,56.20
1130,27.50,56.20
1131,27.50,56.20
1132,27.50,56.20
1133,27.50,56.20
1134,27.50,56.20
1135,27.50,56.10
1136,27.50,56.20
1137,27.50,56.20
1138,27.50,56.20
1139,27.50,56.20
1140,27.50,56.20
1141,27.50,56.10
1142,27.40,56.20
1143,27.50,56.20
1144,27.50,56.10
1145,27.50,56.10
1146,27.50,56.00
1147,27.50,55.90
1148,27.50,55.90
1149,27.50,56.00
1150,27.50,55.90
1151,27.50,56.00
1152,27.50,56.00
1153,27.50,56.10
1154,27.50,56.10
1155,27.50,56.10
1156,27.50,56.10
1157,27.50,56.10
1158,27.50,56.10
1159,27.50,56.10
1160,27.50,56.10
1161,27.50,56.00
1162,27.50,56.10
1163,27.50,56.10
1164,27.50,56.10
1165,27.50,56.00
1166,27.40,56.00
1167,27.50,56.00
1168,27.50,56.00
1169,27.50,56.00
1170,27.50,56.00
1171,27.50,56.00
1172,27.50,56.00
1173,27.50,55.90
1174,27.50,55.90
1175,27.50,56.00
1176,27.50,56.00
1177,27.50,55.90
1178,27.50,55.90
1179,27.50,55.90
1180,27.50,56.00
1181,27.50,56.00
1182,27.50,55.90
1183,27.50,55.90
1184,27.50,55.80
1185,27.50,55.70
1186,27.50,55.80
1187,27.50,55.90
1188,27.50,55.90
1189,27.50,55.90
1190,27.50,55.90
1191,27.50,55.90
1192,27.50,55.90
1193,27.50,55.90
1194,27.50,56.10
1195,27.50,55.90
1196,27.40,55.90
1197,27.50,55.90
1198,27.50,55.70
1199,27.50,55.50
1200,27.60,64.90
1201,27.60,75.50
1202,27.70,80.60
1203,27.80,79.50
1204,27.80,72.10
1205,27.80,69.90
1206,27.90,69.10
1207,27.90,65.60
1208,28.00,63.00
1209,28.00,61.20
1210,28.10,59.60
1211,28.10,58.20
1212,28.10,57.10
1213,28.20,56.20
1214,28.20,55.80
1215,28.30,55.50
1216,28.30,55.10
1217,28.30,54.80
1218,28.40,54.60
1219,28.40,54.30
1220,28.50,54.10
1221,28.70,53.50
1222,29.30,51.50
1223,29.30,51.50
1224,29.30,51.60
1225,29.30,52.50
1226,29.30,53.40
1227,29.30,52.50
1228,29.30,51.90
1229,29.30,51.50
1230,29.40,51.20
1231,29.30,51.10
1232,29.30,51.10
1233,29.30,51.30
1234,29.40,51.30
1235,29.30,51.00
1236,29.30,50.90
1237,29.30,50.80
1238,29.30,50.70
1239,29.30,50.70
1240,29.30,50.60
1241,29.30,50.60
1242,29.30,50.60
1243,29.30,50.70
1244,29.30,50.60
1245,29.30,50.60
1246,29.30,51.10
1247,29.30,51.70
1248,29.30,51.80
1249,29.30,51.40
1250,29.30,51.20
1251,29.30,51.00
1252,29.30,51.00
1253,29.30,51.00
1254,29.30,51.00
1255,29.30,50.80
1256,29.30,50.80
1257,29.30,50.70
1258,29.30,50.60
1259,29.30,50.60
1260,29.30,50.60
1261,29.30,50.60
1262,29.30,50.60
1263,29.40,50.60
1264,29.30,50.50
1265,29.30,50.40
1266,29.40,50.50
1267,29.40,50.30
1268,29.40,50.40
1269,29.40,50.50
1270,29.40,50.60
1271,29.40,50.60
1272,29.40,50.60
1273,29.40,50.50
1274,29.50,50.30
1275,29.40,50.30
1276,29.50,50.20
1277,29.50,50.10
1278,29.40,50.20
1279,29.50,51.30
1280,29.50,59.50
1281,29.50,64.70
1282,29.50,67.50
1283,29.60,69.20
1284,29.60,70.50
1285,29.60,71.30
1286,29.60,71.80
1287,29.70,72.10
1288,29.70,72.20
1289,29.80,72.40
1290,29.80,72.50
1291,29.80,72.80
1292,29.90,73.30
1293,29.90,73.60
1294,29.90,73.80
1295,29.90,73.90
1296,30.00,73.90
1297,30.00,73.90
1298,30.00,73.60
1299,30.00,73.90
1300,30.10,74.00
1301,30.10,73.80
1302,30.10,73.70
1303,30.10,73.60
1304,30.10,73.30
1305,30.20,73.10
1306,30.20,67.90
1307,30.20,63.30
1308,30.20,60.80
1309,30.10,58.80
1310,30.10,57.70
1311,30.20,57.10
1312,30.10,56.50
1313,30.10,56.10
1314,30.10,55.60
1315,30.10,55.70
1316,30.10,55.60
1317,30.00,55.30
1318,30.00,55.40
1319,30.00,55.40
1320,29.90,55.50
1321,29.90,55.70
1322,29.90,55.60
1323,29.80,55.60
1324,29.80,55.50
1325,29.80,55.70
1326,29.80,55.80
1327,29.80,56.00
1328,29.80,56.00
1329,29.70,56.20
1330,29.70,59.50
1331,29.80,65.70
1332,29.80,68.50
1333,29.80,70.20
1334,29.80,71.10
1335,29.80,71.40
1336,29.90,71.80
1337,29.90,71.90
1338,29.90,72.20
1339,29.90,72.50
1340,29.90,72.60
1341,30.00,72.60
1342,30.00,72.60
1343,30.00,72.60
1344,30.00,72.90
1345,30.00,72.80
1346,30.10,73.10
1347,30.10,73.00
1348,30.10,72.70
1349,30.20,72.60
1350,30.20,72.50
1351,30.20,72.50
1352,30.20,72.30
1353,30.30,72.40
1354,30.30,72.50
1355,30.30,72.40
1356,30.30,72.50
1357,30.30,72.30
1358,30.40,72.10
1359,30.40,71.90
